target_year,forecast_year,forecast_quarter,ens_fc
2018,2018,1,2.23234347463476
2019,2018,1,1.91253549042561
2018,2018,2,2.35492554483274
2019,2018,2,1.93564390513782
2018,2018,3,2.1379393069897
2019,2018,3,1.86914165743803
2018,2018,4,2.01905559672288
2019,2018,4,1.78590347447806
2019,2019,1,1.51561652615436
2020,2019,1,1.48417837037185
2019,2019,2,1.18911467219544
2020,2019,2,1.37978713364014
2019,2019,3,1.17327947780972
2020,2019,3,1.27702286144114
2019,2019,4,1.10554459340921
2020,2019,4,1.02900178953731
2020,2020,1,1.04737610327154
2020,2020,2,-5.67772678821566
2021,2020,2,4.17278678914946
2020,2020,3,-8.70158964257444
2021,2020,3,5.52713563580519
2020,2020,4,-8.15093088170641
2021,2020,4,5.18702907158359
2021,2021,1,4.27475791375873
2022,2021,1,3.66842268209135
2021,2021,2,4.09426343132832
2022,2021,2,3.98882769071051
2021,2021,3,4.56966146376303
2022,2021,3,4.51418000601491
2021,2021,4,4.9510007481322
2022,2021,4,4.41846290962005
2022,2022,1,4.10189677594476
2023,2022,1,2.61506828842124
2022,2022,2,2.81369156873309
2023,2022,2,2.24875323856448
2022,2022,3,2.75572902669505
2023,2022,3,1.51824656068298
2022,2022,4,2.96272079940798
2023,2022,4,0.10893393258479
2023,2023,1,0.206614475484987
2024,2023,1,1.34908114105465
2023,2023,2,0.63707181265814
2024,2023,2,1.20385332838959
2023,2023,3,0.580728991312282
2024,2023,3,1.10374228367532
2023,2023,4,0.529172408037088
2024,2023,4,0.880884984407044
2024,2024,1,0.598788460319904
2025,2024,1,1.32437399735675
2024,2024,2,0.532038922438265
2025,2024,2,1.373472167302
2024,2024,3,0.708926269858842
2025,2024,3,1.3181859754374
2024,2024,4,0.724310649582081
2025,2024,4,1.21016223812846
